"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","78-Pyelo","APECO1","BEN2908","CFT073","IHE3034","IMT5155","LF82","NRG857c","RS218","UIT89","chi7122"
"fimG_2","","Protein FimG","11","11","1","1","4786","","","","503","503","503","MLKLJMNP_04154","CPCHNOAG_04767","MMFKLIDH_04765","BLOBBDCK_04905","HONHGEAM_04757","JFLNLICH_02693","NFALKJBE_04399","OKCJCEOA_04375","KJPMMKDD_04890","ALJJNEKE_04643","NOKOPPJF_04500"
"nanS","","putative 9-O-acetyl-N-acetylneuraminic acid deacetylase","11","11","1","1","4817","","","","980","980","980","MLKLJMNP_04164","CPCHNOAG_04757","MMFKLIDH_04755","BLOBBDCK_04895","HONHGEAM_04747","JFLNLICH_02684","NFALKJBE_04389","OKCJCEOA_04365","KJPMMKDD_04880","ALJJNEKE_04633","NOKOPPJF_04489"
"mgtA","","Magnesium-transporting ATPase, P-type 1","11","11","1","1","1895","","","","1985","2696","2631","MLKLJMNP_04266","CPCHNOAG_04727","MMFKLIDH_04672","BLOBBDCK_04856","HONHGEAM_04703","JFLNLICH_02640","NFALKJBE_04358","OKCJCEOA_04334","KJPMMKDD_04732","ALJJNEKE_04491","NOKOPPJF_04402"
"tamB","","Translocation and assembly module subunit TamB","11","11","1","1","1874","","","","3110","3779","3718","MLKLJMNP_04283","CPCHNOAG_04709","MMFKLIDH_04654","BLOBBDCK_04838","HONHGEAM_04685","JFLNLICH_02622","NFALKJBE_04340","OKCJCEOA_04316","KJPMMKDD_04713","ALJJNEKE_04473","NOKOPPJF_04383"
"cpdB","","2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase","11","11","1","1","1867","","","","1538","1943","1906","MLKLJMNP_04290","CPCHNOAG_04702","MMFKLIDH_04647","BLOBBDCK_04831","HONHGEAM_04678","JFLNLICH_02615","NFALKJBE_04333","OKCJCEOA_04309","KJPMMKDD_04706","ALJJNEKE_04466","NOKOPPJF_04375"
"crt_2","","Short-chain-enoyl-CoA hydratase","11","11","1","1","1854","","","","776","776","776","MLKLJMNP_04301","CPCHNOAG_04691","MMFKLIDH_04636","BLOBBDCK_04820","HONHGEAM_04667","JFLNLICH_02604","NFALKJBE_04322","OKCJCEOA_04298","KJPMMKDD_04694","ALJJNEKE_04455","NOKOPPJF_04362"
"nnr","","Bifunctional NAD(P)H-hydrate repair enzyme Nnr","11","11","1","1","1808","","","","1364","1532","1512","MLKLJMNP_04343","CPCHNOAG_04649","MMFKLIDH_04594","BLOBBDCK_04776","HONHGEAM_04625","JFLNLICH_02556","NFALKJBE_04280","OKCJCEOA_04256","KJPMMKDD_04652","ALJJNEKE_04411","NOKOPPJF_04320"
"group_1207","","hypothetical protein","11","11","1","1","3023","","","","869","869","869","MLKLJMNP_04365","CPCHNOAG_04625","MMFKLIDH_04570","BLOBBDCK_04754","HONHGEAM_04600","JFLNLICH_02532","NFALKJBE_04258","OKCJCEOA_04234","KJPMMKDD_04628","ALJJNEKE_04387","NOKOPPJF_04298"
"cadC","","Transcriptional activator CadC","11","11","1","1","3220","","","","1055","1538","1450","MLKLJMNP_04434","CPCHNOAG_04543","MMFKLIDH_04511","BLOBBDCK_04683","HONHGEAM_04588","JFLNLICH_02422","NFALKJBE_04191","OKCJCEOA_04167","KJPMMKDD_04616","ALJJNEKE_04375","NOKOPPJF_04285"
"dcuS","","Sensor histidine kinase DcuS","11","11","1","1","3211","","","","830","1631","1558","MLKLJMNP_04443","CPCHNOAG_04534","MMFKLIDH_04503","BLOBBDCK_04674","HONHGEAM_04579","JFLNLICH_02413","NFALKJBE_04182","OKCJCEOA_04158","KJPMMKDD_04607","ALJJNEKE_04366","NOKOPPJF_04276"
"yjdF","","Inner membrane protein YjdF","11","11","1","1","3205","","","","281","650","614","MLKLJMNP_04447","CPCHNOAG_04530","MMFKLIDH_04499","BLOBBDCK_04669","HONHGEAM_04575","JFLNLICH_02409","NFALKJBE_04178","OKCJCEOA_04154","KJPMMKDD_04602","ALJJNEKE_04362","NOKOPPJF_04272"
"eptA","","Phosphoethanolamine transferase EptA","11","11","1","1","3197","","","","1538","1643","1633","MLKLJMNP_04453","CPCHNOAG_04524","MMFKLIDH_04493","BLOBBDCK_04663","HONHGEAM_04568","JFLNLICH_02403","NFALKJBE_04172","OKCJCEOA_04148","KJPMMKDD_04596","ALJJNEKE_04356","NOKOPPJF_04265"
"group_1221","","hypothetical protein","11","11","1","1","3191","","","","845","878","875","MLKLJMNP_04458","CPCHNOAG_04519","MMFKLIDH_04488","BLOBBDCK_04658","HONHGEAM_04563","JFLNLICH_02398","NFALKJBE_04167","OKCJCEOA_04143","KJPMMKDD_04591","ALJJNEKE_04351","NOKOPPJF_04259"
"phnP","","Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase","11","11","1","1","3173","","","","758","758","758","MLKLJMNP_04475","CPCHNOAG_04502","MMFKLIDH_04471","BLOBBDCK_04641","HONHGEAM_04546","JFLNLICH_02381","NFALKJBE_04150","OKCJCEOA_04126","KJPMMKDD_04573","ALJJNEKE_04334","NOKOPPJF_04242"
"alsC_1","","D-allose transport system permease protein AlsC","11","11","1","1","3166","","","","707","980","831","MLKLJMNP_04481","CPCHNOAG_04495","MMFKLIDH_04464","BLOBBDCK_04635","HONHGEAM_04539","JFLNLICH_02374","NFALKJBE_04144","OKCJCEOA_04120","KJPMMKDD_04566","ALJJNEKE_04327","NOKOPPJF_04236"
"group_1225","","hypothetical protein","11","11","1","1","3162","","","","275","275","275","MLKLJMNP_04485","CPCHNOAG_04491","MMFKLIDH_04460","BLOBBDCK_04631","HONHGEAM_04535","JFLNLICH_02370","NFALKJBE_04140","OKCJCEOA_04116","KJPMMKDD_04561","ALJJNEKE_04323","NOKOPPJF_04232"
"mdtO","","Multidrug resistance protein MdtO","11","11","1","1","3160","","","","2051","2051","2051","MLKLJMNP_04487","CPCHNOAG_04489","MMFKLIDH_04458","BLOBBDCK_04629","HONHGEAM_04533","JFLNLICH_02368","NFALKJBE_04138","OKCJCEOA_04114","KJPMMKDD_04559","ALJJNEKE_04321","NOKOPPJF_04230"
"ccmF_2","","Cytochrome c-type biogenesis protein CcmF","11","11","1","1","5249","","","","1568","1622","1617","MLKLJMNP_04553","CPCHNOAG_04476","MMFKLIDH_04445","BLOBBDCK_04616","HONHGEAM_04520","JFLNLICH_02355","NFALKJBE_04125","OKCJCEOA_04101","KJPMMKDD_04545","ALJJNEKE_04308","NOKOPPJF_04221"
"ghxP","","Guanine/hypoxanthine permease GhxP","11","11","1","1","5259","","","","599","1349","1280","MLKLJMNP_04565","CPCHNOAG_04464","MMFKLIDH_04433","BLOBBDCK_04604","HONHGEAM_04508","JFLNLICH_02343","NFALKJBE_04113","OKCJCEOA_04089","KJPMMKDD_04533","ALJJNEKE_04296","NOKOPPJF_04210"
"pdeC","","putative cyclic di-GMP phosphodiesterase PdeC","11","11","1","1","5262","","","","1553","1586","1580","MLKLJMNP_04568","CPCHNOAG_04461","MMFKLIDH_04430","BLOBBDCK_04601","HONHGEAM_04505","JFLNLICH_02340","NFALKJBE_04110","OKCJCEOA_04086","KJPMMKDD_04530","ALJJNEKE_04293","NOKOPPJF_04207"
"sorF","","PTS system sorbose-specific EIIA component","11","11","1","1","3749","","","","407","407","407","MLKLJMNP_04681","CPCHNOAG_04406","MMFKLIDH_04373","BLOBBDCK_04545","HONHGEAM_04450","JFLNLICH_02284","NFALKJBE_04062","OKCJCEOA_04039","KJPMMKDD_04410","ALJJNEKE_04238","NOKOPPJF_04144"
"yggP_2","","Mannitol-1-phosphate 5-dehydrogenase","11","11","1","1","3754","","","","968","1229","1205","MLKLJMNP_04685","CPCHNOAG_04402","MMFKLIDH_04369","BLOBBDCK_04541","HONHGEAM_04446","JFLNLICH_02280","NFALKJBE_04058","OKCJCEOA_04035","KJPMMKDD_04406","ALJJNEKE_04234","NOKOPPJF_04140"
"yjaB","","Peptidyl-lysine N-acetyltransferase YjaB","11","11","1","1","3764","","","","443","443","443","MLKLJMNP_04696","CPCHNOAG_04391","MMFKLIDH_04358","BLOBBDCK_04530","HONHGEAM_04435","JFLNLICH_02269","NFALKJBE_04047","OKCJCEOA_04024","KJPMMKDD_04394","ALJJNEKE_04223","NOKOPPJF_04130"
"group_1252","","hypothetical protein","11","11","1","1","3774","","","","128","128","128","MLKLJMNP_04704","CPCHNOAG_04382","MMFKLIDH_04351","BLOBBDCK_04522","HONHGEAM_04427","JFLNLICH_02261","NFALKJBE_04039","OKCJCEOA_04016","KJPMMKDD_04385","ALJJNEKE_03526","NOKOPPJF_04122"
"thiG","","Thiazole synthase","11","11","1","1","3788","","","","659","770","759","MLKLJMNP_04718","CPCHNOAG_04369","MMFKLIDH_04338","BLOBBDCK_04509","HONHGEAM_04414","JFLNLICH_02248","NFALKJBE_04026","OKCJCEOA_04003","KJPMMKDD_04372","ALJJNEKE_03539","NOKOPPJF_04109"
"thiH","","2-iminoacetate synthase","11","11","1","1","3789","","","","1133","1133","1133","MLKLJMNP_04719","CPCHNOAG_04368","MMFKLIDH_04337","BLOBBDCK_04508","HONHGEAM_04413","JFLNLICH_02247","NFALKJBE_04025","OKCJCEOA_04002","KJPMMKDD_04371","ALJJNEKE_03540","NOKOPPJF_04108"
"lgoT","","putative L-galactonate transporter","11","11","1","1","3810","","","","935","1283","1219","MLKLJMNP_04747","CPCHNOAG_04340","MMFKLIDH_04310","BLOBBDCK_04480","HONHGEAM_04385","JFLNLICH_02219","NFALKJBE_03997","OKCJCEOA_03974","KJPMMKDD_04343","ALJJNEKE_04210","NOKOPPJF_04081"
"cutD_2","","Choline trimethylamine-lyase activating enzyme","11","11","1","1","3823","","","","878","878","878","MLKLJMNP_04758","CPCHNOAG_04330","MMFKLIDH_04299","BLOBBDCK_04470","HONHGEAM_04375","JFLNLICH_02208","NFALKJBE_03987","OKCJCEOA_03964","KJPMMKDD_04333","ALJJNEKE_04200","NOKOPPJF_04071"
"polA","","DNA polymerase I","11","11","1","1","3956","","","","1988","2786","2713","MLKLJMNP_04849","CPCHNOAG_04239","MMFKLIDH_04166","BLOBBDCK_04377","HONHGEAM_04283","JFLNLICH_02117","NFALKJBE_03891","OKCJCEOA_03868","KJPMMKDD_04241","ALJJNEKE_04109","NOKOPPJF_03974"
"ubiB","","putative protein kinase UbiB","11","11","1","1","3931","","","","914","1640","1574","MLKLJMNP_04874","CPCHNOAG_04214","MMFKLIDH_04143","BLOBBDCK_04351","HONHGEAM_04258","JFLNLICH_02094","NFALKJBE_03866","OKCJCEOA_03843","KJPMMKDD_04216","ALJJNEKE_04084","NOKOPPJF_03949"
"group_1270","","hypothetical protein","11","11","1","1","3900","","","","764","764","764","MLKLJMNP_04917","CPCHNOAG_04172","MMFKLIDH_04101","BLOBBDCK_04309","HONHGEAM_04216","JFLNLICH_02051","NFALKJBE_03825","OKCJCEOA_03802","KJPMMKDD_04173","ALJJNEKE_04042","NOKOPPJF_03929"
"group_1271","","N-acetylgalactosamine-6-O-sulfatase","11","11","1","1","2101","","","","161","1655","1495","MLKLJMNP_04932","CPCHNOAG_04155","MMFKLIDH_04085","BLOBBDCK_04293","HONHGEAM_04200","JFLNLICH_02035","NFALKJBE_03810","OKCJCEOA_03787","KJPMMKDD_04155","ALJJNEKE_04024","NOKOPPJF_03916"
"wecC","","UDP-N-acetyl-D-mannosamine dehydrogenase","11","11","1","1","2112","","","","920","1262","1230","MLKLJMNP_04947","CPCHNOAG_04140","MMFKLIDH_04070","BLOBBDCK_04278","HONHGEAM_04185","JFLNLICH_02020","NFALKJBE_03795","OKCJCEOA_03772","KJPMMKDD_04140","ALJJNEKE_04009","NOKOPPJF_03901"
"bglF_2","","PTS system beta-glucoside-specific EIIBCA component","11","11","1","1","2173","","","","188","1874","1720","MLKLJMNP_05004","CPCHNOAG_04083","MMFKLIDH_04014","BLOBBDCK_04221","HONHGEAM_04127","JFLNLICH_01961","NFALKJBE_03738","OKCJCEOA_03715","KJPMMKDD_04083","ALJJNEKE_03952","NOKOPPJF_03837"
"cyoA","","Cytochrome bo(3) ubiquinol oxidase subunit 2","11","11","1","1","5076","","","","449","956","904","MLKLJMNP_03651","CPCHNOAG_00423","MMFKLIDH_00458","BLOBBDCK_00478","HONHGEAM_00407","JFLNLICH_03232","NFALKJBE_00406","OKCJCEOA_00404","KJPMMKDD_00413","ALJJNEKE_00416","NOKOPPJF_00415"
"selU","","tRNA 2-selenouridine synthase","11","11","1","1","5150","","","","1085","1094","1092","MLKLJMNP_03584","CPCHNOAG_00494","MMFKLIDH_00529","BLOBBDCK_00545","HONHGEAM_00478","JFLNLICH_03304","NFALKJBE_00474","OKCJCEOA_00472","KJPMMKDD_00488","ALJJNEKE_00487","NOKOPPJF_00479"
"ydcO","","Inner membrane protein YdcO","11","11","1","1","7488","","","","1172","1175","1172","MLKLJMNP_02573","CPCHNOAG_01519","MMFKLIDH_01470","BLOBBDCK_01671","HONHGEAM_01576","JFLNLICH_04523","NFALKJBE_01395","OKCJCEOA_01416","KJPMMKDD_01556","ALJJNEKE_01514","NOKOPPJF_01458"
"chiA","","putative bifunctional chitinase/lysozyme","11","11","1","1","6769","","","","2630","2702","2694","MLKLJMNP_00439","CPCHNOAG_03679","MMFKLIDH_03565","BLOBBDCK_03749","HONHGEAM_03723","JFLNLICH_01555","NFALKJBE_03341","OKCJCEOA_03317","KJPMMKDD_03670","ALJJNEKE_03510","NOKOPPJF_03451"
"group_1357","","hypothetical protein","11","11","1","1","1925","","","","1502","1529","1504","MLKLJMNP_04247","CPCHNOAG_04747","MMFKLIDH_04691","BLOBBDCK_04875","HONHGEAM_04722","JFLNLICH_02659","NFALKJBE_04377","OKCJCEOA_04353","KJPMMKDD_04753","ALJJNEKE_04510","NOKOPPJF_04421"
"cbrA","","Protein CbrA","11","11","1","1","2207","","","","1064","1100","1096","MLKLJMNP_00013","CPCHNOAG_04053","MMFKLIDH_03983","BLOBBDCK_04190","HONHGEAM_04096","JFLNLICH_01931","NFALKJBE_03708","OKCJCEOA_03685","KJPMMKDD_04051","ALJJNEKE_03921","NOKOPPJF_03805"
"group_1407","","hypothetical protein","11","11","1","1","2208","","","","1214","1214","1214","MLKLJMNP_00014","CPCHNOAG_04052","MMFKLIDH_03982","BLOBBDCK_04189","HONHGEAM_04095","JFLNLICH_01930","NFALKJBE_03707","OKCJCEOA_03684","KJPMMKDD_04050","ALJJNEKE_03920","NOKOPPJF_03804"
"aspT_2","","Aspartate/alanine antiporter","11","11","1","1","2213","","","","1661","1661","1661","MLKLJMNP_00018","CPCHNOAG_04048","MMFKLIDH_03978","BLOBBDCK_04185","HONHGEAM_04091","JFLNLICH_01926","NFALKJBE_03703","OKCJCEOA_03680","KJPMMKDD_04046","ALJJNEKE_03916","NOKOPPJF_03800"
"rhaR_2","","HTH-type transcriptional activator RhaR","11","11","1","1","2217","","","","866","893","868","MLKLJMNP_00019","CPCHNOAG_04047","MMFKLIDH_03977","BLOBBDCK_04184","HONHGEAM_04090","JFLNLICH_01924","NFALKJBE_03702","OKCJCEOA_03679","KJPMMKDD_04045","ALJJNEKE_03915","NOKOPPJF_03796"
"nepI","","Purine ribonucleoside efflux pump NepI","11","11","1","1","2236","","","","1238","1238","1238","MLKLJMNP_00037","CPCHNOAG_04031","MMFKLIDH_03960","BLOBBDCK_04167","HONHGEAM_04073","JFLNLICH_01906","NFALKJBE_03685","OKCJCEOA_03662","KJPMMKDD_04028","ALJJNEKE_03898","NOKOPPJF_03778"
"trmH_1","","tRNA (guanosine(18)-2'-O)-methyltransferase","11","11","1","1","2059","","","","656","689","668","MLKLJMNP_00112","CPCHNOAG_04010","MMFKLIDH_03888","BLOBBDCK_04073","HONHGEAM_04052","JFLNLICH_01885","NFALKJBE_03664","OKCJCEOA_03641","KJPMMKDD_04006","ALJJNEKE_03877","NOKOPPJF_03764"
"rfaP","","Lipopolysaccharide core heptose(I) kinase RfaP","11","11","1","1","2036","","","","797","797","797","MLKLJMNP_00133","CPCHNOAG_03989","MMFKLIDH_03867","BLOBBDCK_04052","HONHGEAM_04031","JFLNLICH_01864","NFALKJBE_03643","OKCJCEOA_03620","KJPMMKDD_03984","ALJJNEKE_03856","NOKOPPJF_03741"
"arnC_4","","Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase","11","11","1","1","2031","","","","983","983","983","MLKLJMNP_00138","CPCHNOAG_03984","MMFKLIDH_03862","BLOBBDCK_04047","HONHGEAM_04026","JFLNLICH_01858","NFALKJBE_03638","OKCJCEOA_03615","KJPMMKDD_03979","ALJJNEKE_03851","NOKOPPJF_03736"
"group_1423","","hypothetical protein","11","11","1","1","2001","","","","209","209","209","MLKLJMNP_00162","CPCHNOAG_03960","MMFKLIDH_03838","BLOBBDCK_04024","HONHGEAM_04002","JFLNLICH_01834","NFALKJBE_03615","OKCJCEOA_03592","KJPMMKDD_03955","ALJJNEKE_03827","NOKOPPJF_03713"
"yiaW","","Inner membrane protein YiaW","11","11","1","1","1997","","","","362","362","362","MLKLJMNP_00166","CPCHNOAG_03956","MMFKLIDH_03834","BLOBBDCK_04020","HONHGEAM_03998","JFLNLICH_01830","NFALKJBE_03611","OKCJCEOA_03588","KJPMMKDD_03951","ALJJNEKE_03823","NOKOPPJF_03709"
"sgbE","","L-ribulose-5-phosphate 4-epimerase SgbE","11","11","1","1","1989","","","","695","695","695","MLKLJMNP_00174","CPCHNOAG_03948","MMFKLIDH_03826","BLOBBDCK_04012","HONHGEAM_03990","JFLNLICH_01822","NFALKJBE_03603","OKCJCEOA_03580","KJPMMKDD_03943","ALJJNEKE_03815","NOKOPPJF_03697"
"ulaE_1","","L-ribulose-5-phosphate 3-epimerase UlaE","11","11","1","1","1987","","","","860","860","860","MLKLJMNP_00175","CPCHNOAG_03947","MMFKLIDH_03825","BLOBBDCK_04011","HONHGEAM_03989","JFLNLICH_01821","NFALKJBE_03602","OKCJCEOA_03579","KJPMMKDD_03942","ALJJNEKE_03814","NOKOPPJF_03696"
"sgbH","","3-keto-L-gulonate-6-phosphate decarboxylase SgbH","11","11","1","1","1986","","","","662","662","662","MLKLJMNP_00176","CPCHNOAG_03946","MMFKLIDH_03824","BLOBBDCK_04010","HONHGEAM_03988","JFLNLICH_01820","NFALKJBE_03601","OKCJCEOA_03578","KJPMMKDD_03941","ALJJNEKE_03813","NOKOPPJF_03695"
"lyx","","L-xylulose/3-keto-L-gulonate kinase","11","11","1","1","1985","","","","1496","1496","1496","MLKLJMNP_00177","CPCHNOAG_03945","MMFKLIDH_03823","BLOBBDCK_04009","HONHGEAM_03987","JFLNLICH_01819","NFALKJBE_03600","OKCJCEOA_03577","KJPMMKDD_03940","ALJJNEKE_03812","NOKOPPJF_03694"
"hyfA_4","","Hydrogenase-4 component A","11","11","1","1","1978","","","","473","473","473","MLKLJMNP_00185","CPCHNOAG_03937","MMFKLIDH_03815","BLOBBDCK_04001","HONHGEAM_03979","JFLNLICH_01811","NFALKJBE_03592","OKCJCEOA_03569","KJPMMKDD_03931","ALJJNEKE_03804","NOKOPPJF_03687"
"malS","","Periplasmic alpha-amylase","11","11","1","1","1976","","","","2030","2030","2030","MLKLJMNP_00187","CPCHNOAG_03935","MMFKLIDH_03813","BLOBBDCK_03999","HONHGEAM_03977","JFLNLICH_01809","NFALKJBE_03590","OKCJCEOA_03567","KJPMMKDD_03929","ALJJNEKE_03802","NOKOPPJF_03685"
"xylB","","Xylulose kinase","11","11","1","1","1969","","","","1454","1454","1454","MLKLJMNP_00194","CPCHNOAG_03928","MMFKLIDH_03806","BLOBBDCK_03992","HONHGEAM_03970","JFLNLICH_01802","NFALKJBE_03583","OKCJCEOA_03560","KJPMMKDD_03922","ALJJNEKE_03795","NOKOPPJF_03678"
"yiaB","","Inner membrane protein YiaB","11","11","1","1","1968","","","","341","341","341","MLKLJMNP_00195","CPCHNOAG_03927","MMFKLIDH_03805","BLOBBDCK_03991","HONHGEAM_03969","JFLNLICH_01801","NFALKJBE_03582","OKCJCEOA_03559","KJPMMKDD_03921","ALJJNEKE_03794","NOKOPPJF_03677"
"yiaA","","Inner membrane protein YiaA","11","11","1","1","1967","","","","437","437","437","MLKLJMNP_00196","CPCHNOAG_03926","MMFKLIDH_03804","BLOBBDCK_03990","HONHGEAM_03968","JFLNLICH_01800","NFALKJBE_03581","OKCJCEOA_03558","KJPMMKDD_03920","ALJJNEKE_03793","NOKOPPJF_03676"
"glyS","","Glycine--tRNA ligase beta subunit","11","11","1","1","1105","","","","611","2069","1936","MLKLJMNP_00200","CPCHNOAG_03922","MMFKLIDH_03800","BLOBBDCK_03986","HONHGEAM_03964","JFLNLICH_01796","NFALKJBE_03577","OKCJCEOA_03554","KJPMMKDD_03915","ALJJNEKE_03789","NOKOPPJF_03672"
"bisC","","Biotin sulfoxide reductase","11","11","1","1","1223","","","","2333","2333","2333","MLKLJMNP_00209","CPCHNOAG_03915","MMFKLIDH_03793","BLOBBDCK_03979","HONHGEAM_03957","JFLNLICH_01789","NFALKJBE_03570","OKCJCEOA_03547","KJPMMKDD_03908","ALJJNEKE_03782","NOKOPPJF_03665"
"group_1438","","hypothetical protein","11","11","1","1","1220","","","","698","764","704","MLKLJMNP_00212","CPCHNOAG_03912","MMFKLIDH_03790","BLOBBDCK_03976","HONHGEAM_03954","JFLNLICH_01786","NFALKJBE_03567","OKCJCEOA_03544","KJPMMKDD_03905","ALJJNEKE_03779","NOKOPPJF_03662"
"yhjV","","Inner membrane transport protein YhjV","11","11","1","1","1210","","","","1271","1271","1271","MLKLJMNP_00221","CPCHNOAG_03902","MMFKLIDH_03780","BLOBBDCK_03966","HONHGEAM_03944","JFLNLICH_01776","NFALKJBE_03552","OKCJCEOA_03529","KJPMMKDD_03895","ALJJNEKE_03769","NOKOPPJF_03652"
"dctR","","HTH-type transcriptional regulator DctR","11","11","1","1","1175","","","","530","530","530","MLKLJMNP_00264","CPCHNOAG_03858","MMFKLIDH_03742","BLOBBDCK_03922","HONHGEAM_03900","JFLNLICH_01733","NFALKJBE_03509","OKCJCEOA_03486","KJPMMKDD_03851","ALJJNEKE_03725","NOKOPPJF_03617"
"slp_2","","Outer membrane protein Slp","11","11","1","1","1170","","","","566","740","581","MLKLJMNP_00265","CPCHNOAG_03857","MMFKLIDH_03741","BLOBBDCK_03921","HONHGEAM_03899","JFLNLICH_01732","NFALKJBE_03508","OKCJCEOA_03485","KJPMMKDD_03850","ALJJNEKE_03724","NOKOPPJF_03616"
"arsC","","Arsenate reductase","11","11","1","1","1168","","","","425","425","425","MLKLJMNP_00267","CPCHNOAG_03855","MMFKLIDH_03739","BLOBBDCK_03919","HONHGEAM_03897","JFLNLICH_01730","NFALKJBE_03506","OKCJCEOA_03483","KJPMMKDD_03848","ALJJNEKE_03722","NOKOPPJF_03614"
"rsmJ","","Ribosomal RNA small subunit methyltransferase J","11","11","1","1","1161","","","","752","794","755","MLKLJMNP_00272","CPCHNOAG_03850","MMFKLIDH_03734","BLOBBDCK_03914","HONHGEAM_03892","JFLNLICH_01725","NFALKJBE_03501","OKCJCEOA_03478","KJPMMKDD_03843","ALJJNEKE_03717","NOKOPPJF_03607"
"group_1446","","putative protein","11","11","1","1","1156","","","","1193","1202","1193","MLKLJMNP_00277","CPCHNOAG_03845","MMFKLIDH_03729","BLOBBDCK_03909","HONHGEAM_03887","JFLNLICH_01720","NFALKJBE_03496","OKCJCEOA_03473","KJPMMKDD_03838","ALJJNEKE_03712","NOKOPPJF_03602"
"yhhT_2","","Putative transport protein YhhT","11","11","1","1","1135","","","","950","1049","1040","MLKLJMNP_00296","CPCHNOAG_03825","MMFKLIDH_03709","BLOBBDCK_03890","HONHGEAM_03867","JFLNLICH_01700","NFALKJBE_03476","OKCJCEOA_03453","KJPMMKDD_03818","ALJJNEKE_03692","NOKOPPJF_03587"
"ugpC","","sn-glycerol-3-phosphate import ATP-binding protein UgpC","11","11","1","1","6636","","","","1070","1070","1070","MLKLJMNP_00326","CPCHNOAG_03794","MMFKLIDH_03679","BLOBBDCK_03866","HONHGEAM_03837","JFLNLICH_01670","NFALKJBE_03452","OKCJCEOA_03429","KJPMMKDD_03788","ALJJNEKE_03662","NOKOPPJF_03561"
"ugpQ","","Glycerophosphodiester phosphodiesterase, cytoplasmic","11","11","1","1","6637","","","","743","743","743","MLKLJMNP_00327","CPCHNOAG_03793","MMFKLIDH_03678","BLOBBDCK_03865","HONHGEAM_03836","JFLNLICH_01669","NFALKJBE_03451","OKCJCEOA_03428","KJPMMKDD_03787","ALJJNEKE_03661","NOKOPPJF_03560"
"gntU","","Low-affinity gluconate transporter","11","11","1","1","6650","","","","1067","1340","1315","MLKLJMNP_00338","CPCHNOAG_03782","MMFKLIDH_03667","BLOBBDCK_03853","HONHGEAM_03825","JFLNLICH_01658","NFALKJBE_03440","OKCJCEOA_03417","KJPMMKDD_03775","ALJJNEKE_03650","NOKOPPJF_03551"
"rtcB_2","","RNA-splicing ligase RtcB","11","11","1","1","6680","","","","1226","1226","1226","MLKLJMNP_00362","CPCHNOAG_03758","MMFKLIDH_03644","BLOBBDCK_03828","HONHGEAM_03801","JFLNLICH_01635","NFALKJBE_03417","OKCJCEOA_03394","KJPMMKDD_03751","ALJJNEKE_03626","NOKOPPJF_03534"
"prs_2","","Putative ribose-phosphate pyrophosphokinase","11","11","1","1","6688","","","","683","683","683","MLKLJMNP_00369","CPCHNOAG_03751","MMFKLIDH_03637","BLOBBDCK_03821","HONHGEAM_03794","JFLNLICH_01628","NFALKJBE_03410","OKCJCEOA_03387","KJPMMKDD_03743","ALJJNEKE_03619","NOKOPPJF_03527"
"feoC","","putative [Fe-S]-dependent transcriptional repressor FeoC","11","11","1","1","6692","","","","236","236","236","MLKLJMNP_00372","CPCHNOAG_03747","MMFKLIDH_03633","BLOBBDCK_03818","HONHGEAM_03790","JFLNLICH_01624","NFALKJBE_03407","OKCJCEOA_03384","KJPMMKDD_03739","ALJJNEKE_03615","NOKOPPJF_03524"
"feoB","","Fe(2+) transporter FeoB","11","11","1","1","6693","","","","1688","2321","2263","MLKLJMNP_00373","CPCHNOAG_03746","MMFKLIDH_03632","BLOBBDCK_03817","HONHGEAM_03789","JFLNLICH_01623","NFALKJBE_03406","OKCJCEOA_03383","KJPMMKDD_03738","ALJJNEKE_03614","NOKOPPJF_03523"
"group_1461","","hypothetical protein","11","11","1","1","6714","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","404","404","404","MLKLJMNP_00390","CPCHNOAG_03729","MMFKLIDH_03615","BLOBBDCK_03798","HONHGEAM_03772","JFLNLICH_01604","NFALKJBE_03390","OKCJCEOA_03366","KJPMMKDD_03721","ALJJNEKE_03597","NOKOPPJF_03506"
"pilQ","","Type IV pilus biogenesis and competence protein PilQ","11","11","1","1","6715","","","","1208","1208","1208","MLKLJMNP_00391","CPCHNOAG_03728","MMFKLIDH_03614","BLOBBDCK_03797","HONHGEAM_03771","JFLNLICH_01603","NFALKJBE_03389","OKCJCEOA_03365","KJPMMKDD_03720","ALJJNEKE_03596","NOKOPPJF_03505"
