	042	11128	11368	2009EL-2050	55989	78-Pyelo	APECO1	BEN2908	CFT073	E2348_69	E24377A	H10407	IHE3034	IMT5155	K12	LF82	NRG857c	O157H7_EDL933	O157H7_Sakai	RS218	SCU-397	UTI89	chi7122
OG0009679																							fig|6666666.555771.peg.2774
OG0009680																							fig|6666666.555771.peg.2778
OG0009681																							fig|6666666.555771.peg.2779
OG0009682																							fig|6666666.555771.peg.2780
OG0009683																							fig|6666666.555771.peg.2787
OG0009684																							fig|6666666.555771.peg.2788
OG0009685																							fig|6666666.555771.peg.2952
OG0009686																							fig|6666666.555771.peg.2980
OG0009687																							fig|6666666.555771.peg.2982
OG0009688																							fig|6666666.555771.peg.2998
OG0009689																							fig|6666666.555771.peg.3252
OG0009690																							fig|6666666.555771.peg.3605
OG0009691																							fig|6666666.555771.peg.3608
OG0009692																							fig|6666666.555771.peg.3670
OG0009693																							fig|6666666.555771.peg.3671
OG0009694																							fig|6666666.555771.peg.3672
OG0009695																							fig|6666666.555771.peg.3673
OG0009696																							fig|6666666.555771.peg.3675
OG0009697																							fig|6666666.555771.peg.3676
OG0009698																							fig|6666666.555771.peg.3863
OG0009699																							fig|6666666.555771.peg.3982
